,device_id,datetime,address_ip,address_port,original_message_id,status,lat,lat_dir,lon,lon_dir,spd_over_grnd,true_course,datestamp,mag_variation,mag_var_dir
218,0001,2019-02-13 14:12:09,172.19.0.17,4007,1550070729980-0,A,51.31830716666666,N,4.3157225,E,0.0,43.41,150218,0.8,E
219,0001,2019-02-13 14:34:13,172.19.0.16,4007,1550072053772-0,A,51.31830716666666,N,4.3157225,E,0.0,43.41,150218,0.8,E
220,0001,2019-02-13 14:45:15,172.19.0.16,4007,1550072715739-0,A,51.31830716666666,N,4.3157225,E,0.0,43.41,150218,0.8,E
221,0001,2019-02-13 14:12:10,172.19.0.17,4007,1550070730547-0,A,51.31830716666666,N,4.315722666666667,E,0.0,45.9,150218,0.8,E
222,0001,2019-02-13 14:34:14,172.19.0.16,4007,1550072054343-0,A,51.31830716666666,N,4.315722666666667,E,0.0,45.9,150218,0.8,E
223,0001,2019-02-13 14:45:16,172.19.0.16,4007,1550072716305-0,A,51.31830716666666,N,4.315722666666667,E,0.0,45.9,150218,0.8,E
224,0001,2019-02-13 14:34:15,172.19.0.16,4007,1550072055026-0,A,51.31830716666666,N,4.315722666666667,E,0.0,52.37,150218,0.8,E
225,0001,2019-02-13 14:23:13,172.19.0.16,4007,1550071393085-0,A,51.31830716666666,N,4.315722666666667,E,0.0,52.37,150218,0.8,E
226,0001,2019-02-13 14:12:11,172.19.0.17,4007,1550070731234-0,A,51.31830716666666,N,4.315722666666667,E,0.0,52.37,150218,0.8,E
227,0001,2019-02-13 14:45:16,172.19.0.16,4007,1550072716991-0,A,51.31830716666666,N,4.315722666666667,E,0.0,52.37,150218,0.8,E
228,0001,2019-02-13 14:12:12,172.19.0.17,4007,1550070732074-0,A,51.31830716666666,N,4.315722666666667,E,0.0,37.11,150218,0.8,E
229,0001,2019-02-13 14:34:15,172.19.0.16,4007,1550072055867-0,A,51.31830716666666,N,4.315722666666667,E,0.0,37.11,150218,0.8,E
230,0001,2019-02-13 14:45:17,172.19.0.16,4007,1550072717834-0,A,51.31830716666666,N,4.315722666666667,E,0.0,37.11,150218,0.8,E
231,0001,2019-02-13 14:23:13,172.19.0.16,4007,1550071393931-0,A,51.31830716666666,N,4.315722666666667,E,0.0,37.11,150218,0.8,E
232,0001,2019-02-13 14:34:16,172.19.0.16,4007,1550072056243-0,A,51.31830716666666,N,4.315722833333333,E,0.0,52.06,150218,0.8,E
233,0001,2019-02-13 14:12:12,172.19.0.17,4007,1550070732451-0,A,51.31830716666666,N,4.315722833333333,E,0.0,52.06,150218,0.8,E
234,0001,2019-02-13 14:23:14,172.19.0.16,4007,1550071394305-0,A,51.31830716666666,N,4.315722833333333,E,0.0,52.06,150218,0.8,E
235,0001,2019-02-13 14:12:14,172.19.0.17,4007,1550070734727-0,A,51.31830716666666,N,4.315722833333333,E,0.0,38.96,150218,0.8,E
236,0001,2019-02-13 14:23:16,172.19.0.16,4007,1550071396583-0,A,51.31830716666666,N,4.315722833333333,E,0.0,38.96,150218,0.8,E
237,0001,2019-02-13 14:34:18,172.19.0.16,4007,1550072058519-0,A,51.31830716666666,N,4.315722833333333,E,0.0,38.96,150218,0.8,E
238,0001,2019-02-13 14:34:19,172.19.0.16,4007,1550072059250-0,A,51.31830716666666,N,4.315722833333333,E,0.0,35.94,150218,0.8,E
239,0001,2019-02-13 14:12:15,172.19.0.17,4007,1550070735457-0,A,51.31830716666666,N,4.315722833333333,E,0.0,35.94,150218,0.8,E
240,0001,2019-02-13 14:45:21,172.19.0.16,4007,1550072721214-0,A,51.31830716666666,N,4.315722833333333,E,0.0,35.94,150218,0.8,E
241,0001,2019-02-13 14:12:15,172.19.0.17,4007,1550070735981-0,A,51.31830716666666,N,4.315723,E,0.0,37.21,150218,0.8,E
242,0001,2019-02-13 14:34:19,172.19.0.16,4007,1550072059775-0,A,51.31830716666666,N,4.315723,E,0.0,37.21,150218,0.8,E
243,0001,2019-02-13 14:45:21,172.19.0.16,4007,1550072721736-0,A,51.31830716666666,N,4.315723,E,0.0,37.21,150218,0.8,E
244,0001,2019-02-13 14:12:16,172.19.0.17,4007,1550070736458-0,A,51.31830716666666,N,4.315723,E,0.0,38.27,150218,0.8,E
245,0001,2019-02-13 14:45:22,172.19.0.16,4007,1550072722218-0,A,51.31830716666666,N,4.315723,E,0.0,38.27,150218,0.8,E
246,0001,2019-02-13 14:12:17,172.19.0.17,4007,1550070737085-1,A,51.31830716666666,N,4.315723,E,0.0,44.79,150218,0.8,E
247,0001,2019-02-13 14:45:22,172.19.0.16,4007,1550072722846-1,A,51.31830716666666,N,4.315723,E,0.0,44.79,150218,0.8,E
248,0001,2019-02-13 14:23:19,172.19.0.16,4007,1550071399763-0,A,51.31830716666666,N,4.315723,E,0.0,42.17,150218,0.8,E
249,0001,2019-02-13 14:12:17,172.19.0.17,4007,1550070737910-0,A,51.31830716666666,N,4.315723,E,0.0,42.17,150218,0.8,E
250,0001,2019-02-13 14:45:23,172.19.0.16,4007,1550072723668-0,A,51.31830716666666,N,4.315723,E,0.0,42.17,150218,0.8,E
251,0001,2019-02-13 14:12:18,172.19.0.17,4007,1550070738160-0,A,51.31830716666666,N,4.315723,E,0.0,39.59,150218,0.8,E
252,0001,2019-02-13 14:23:20,172.19.0.16,4007,1550071400015-0,A,51.31830716666666,N,4.315723,E,0.0,39.59,150218,0.8,E
253,0001,2019-02-13 14:45:23,172.19.0.16,4007,1550072723917-0,A,51.31830716666666,N,4.315723,E,0.0,39.59,150218,0.8,E
254,0001,2019-02-13 14:12:18,172.19.0.17,4007,1550070738490-0,A,51.31830716666666,N,4.315723,E,0.0,43.26,150218,0.8,E
255,0001,2019-02-13 14:23:20,172.19.0.16,4007,1550071400346-0,A,51.31830716666666,N,4.315723,E,0.0,43.26,150218,0.8,E
256,0001,2019-02-13 14:45:24,172.19.0.16,4007,1550072724234-0,A,51.31830716666666,N,4.315723,E,0.0,43.26,150218,0.8,E
257,0001,2019-02-13 14:12:19,172.19.0.17,4007,1550070739569-0,A,51.31830716666666,N,4.315723166666666,E,0.0,35.79,150218,0.8,E
258,0001,2019-02-13 14:23:21,172.19.0.16,4007,1550071401424-0,A,51.31830716666666,N,4.315723166666666,E,0.0,35.79,150218,0.8,E
259,0001,2019-02-13 14:45:25,172.19.0.16,4007,1550072725328-0,A,51.31830716666666,N,4.315723166666666,E,0.0,35.79,150218,0.8,E
260,0001,2019-02-13 14:23:21,172.19.0.16,4007,1550071401832-1,A,51.31830716666666,N,4.315723166666666,E,0.0,28.84,150218,0.8,E
261,0001,2019-02-13 14:12:19,172.19.0.17,4007,1550070739981-0,A,51.31830716666666,N,4.315723166666666,E,0.0,28.84,150218,0.8,E
262,0001,2019-02-13 14:45:25,172.19.0.16,4007,1550072725738-1,A,51.31830716666666,N,4.315723166666666,E,0.0,28.84,150218,0.8,E
263,0001,2019-02-13 14:12:21,172.19.0.17,4007,1550070741244-0,A,51.318307,N,4.315723166666666,E,0.0,12.56,150218,0.8,E
264,0001,2019-02-13 14:23:23,172.19.0.16,4007,1550071403085-0,A,51.318307,N,4.315723166666666,E,0.0,12.56,150218,0.8,E
265,0001,2019-02-13 14:12:22,172.19.0.17,4007,1550070742049-0,A,51.318307,N,4.315723166666666,E,0.0,12.33,150218,0.8,E
266,0001,2019-02-13 14:12:22,172.19.0.17,4007,1550070742984-1,A,51.318307,N,4.315723166666666,E,0.0,11.92,150218,0.8,E
267,0001,2019-02-13 14:34:26,172.19.0.16,4007,1550072066779-0,A,51.318307,N,4.315723166666666,E,0.0,11.92,150218,0.8,E
268,0001,2019-02-13 14:12:23,172.19.0.17,4007,1550070743411-0,A,51.318307,N,4.315723166666666,E,0.0,11.07,150218,0.8,E
269,0001,2019-02-13 14:34:27,172.19.0.16,4007,1550072067203-0,A,51.318307,N,4.315723166666666,E,0.0,11.07,150218,0.8,E
270,0001,2019-02-13 14:34:28,172.19.0.16,4007,1550072068969-1,A,51.318307,N,4.315723333333334,E,0.0,32.49,150218,0.8,E
271,0001,2019-02-13 14:12:25,172.19.0.17,4007,1550070745181-0,A,51.318307,N,4.315723333333334,E,0.0,32.49,150218,0.8,E
